fname|prefix|middle|suffix|mid_pred|label|comment|exact_match|chrf|bleu|rouge1|rouge2|rougeL
code_examples\speed_estimator.py|" tracking information for players.
            frame_number (int): The current frame number of the video.
            fps (float): Frames per second of the video.

        Returns:
            Dict[str, Any]: Updated tracks with calculated speeds.
        """"""
        for track_type in tracks:
            for player_id, track in tracks[track_type].items():
                if 'projection' in track:
                    current_position = track['projection']
                    
                    if player_id in self.previous_positions:
                        prev_position, prev_frame = self.previous_positions[player_id]
                        
                        # Calculate distance in meters
                        distance = self._calculate_distance(prev_position, current_position)
                        
                        # Calculate time difference in seconds
                        time_diff = (frame_number - prev_frame) / fps
                        
                        # Calculate speed in km/h
                        speed = (distance / time_diff) * 3.6 if time_diff > 0"|"else 0.0

                        # apply maximum speed check
                        speed = min(speed, self.max_speed)
                        
                        # apply smoothing
                        smoothed_speed = self._smooth_"|"speed(player_id, speed)
                        
                        # Add speed to track
                        tracks[track_type][player_id]['speed'] = smoothed_speed
                    else:
                        # If it's the first time we're seeing this player, set speed to 0
                        tracks[track_type][player_id]['speed'] = 0.0
                        self.speed_history[player_id] = deque([0.0] * self.smoothing_window, maxlen=self.smoothing_window)
                    
                    # Update previous position
                    self.previous_positions[player_id] = (current_position, frame_number)
                else:
                    # If there's no projection, set speed to 0
                    tracks[track_type][player_id]['speed'] = 0.0
        
        return tracks

    def _calculate_distance(self, pos1: Tuple[float, float], pos2: Tuple[float, float]) -> float"|"smoothed_speed = <|endoftext|"|2|Incorrect|False|1.9504232015715106|0.0022594987432262813|0.18181818181818182|0.09999999999999999|0.18181818181818182
code_examples\projection_annotator.py|"=2)
        elif shape == 'dashed_circle':
            dash_length, gap_length = 30, 30
            for i in range(0, 360, dash_length + gap_length):
                start_angle_rad, end_angle_rad = np.radians(i), np.radians(i + dash_length)
                start_x = int(pos[0]) + int((size + 2) * np.cos(start_angle_rad))
                start_y = int(pos[1]) + int((size + 2) * np.sin(start_angle_rad))
                end_x = int(pos[0]) + int((size + 2) * np.cos(end_angle_rad))
                end_y = int(pos[1]) + int((size + 2) * np.sin(end_angle_rad))
               "|cv2.line(frame, (start_x, start_y), (end_x, end_y), color=(0, 0, 0), thickness=2)|" elif shape == 'plus':
            cv2.line(frame, (int(pos[0]) - size, int(pos[1])), (int(pos[0]) + size, int(pos[1])), color=outline_color, thickness=10)
            cv2.line(frame, (int(pos[0]), int(pos[1]) - size), (int(pos[0]), int(pos[1]) + size), color=outline_color, thickness=10)


    def annotate(self, frame: np.ndarray, tracks: Dict) -> np.ndarray:
        """"""
        Annotates an image with projected player, goalkeeper, referee, and ball positions, along with Voronoi regions.
        
        Parameters:
            frame (np.ndarray): The image on which to draw the annotations.
            tracks (Dict): A dictionary containing tracking information for 'player', 'goalkeeper', 'referee',"|"start_angle = np.radians(start_angle_rad)
                end_angle = np.radians(end_angle_rad)
                cv2.circle(frame"|2|Wrong|False|8.900836723162044|0.0|0.35294117647058826|0.0|0.23529411764705882
code_examples\object_tracker.py|"from tracking.abstract_tracker import AbstractTracker

import supervision as sv
import cv2
from typing import List
import numpy as np
from ultralytics.engine.results import Results

class ObjectTracker(AbstractTracker):

    def __init__(self, model_path: str, conf: float = 0.5, ball_conf: float = 0.3) -> None:
        """"""
        Initialize ObjectTracker with detection and tracking.

        Args:
            model_path (str): Model Path.
            conf (float): Confidence threshold for detection.
        """"""
        super().__init__(model_path, conf)  # Call the Tracker base class constructor

        self.ball_conf = ball_conf
        self.classes = ['ball', 'goalkeeper', 'player', 'referee']
        self.tracker = sv.ByteTrack(lost_track_buffer=5)  # Initialize ByteTracker
        self.tracker.reset"|"()
        self.all_tracks = {class_name: {} for class_name in self.classes}  # initialize tracks
        self.cur_frame = 0  # frame counter"|" initialization
        self.original_size = (1920, 1080)  # Original frame size (1920x1080)
        self.scale_x = self.original_size[0] / 1280
        self.scale_y = self.original_size[1] / 1280

    def detect(self, frames: List[np.ndarray]) -> List[Results]:
        """"""
        Perform object detection on multiple frames.

        Args:
            frames (List[np.ndarray]): List of frames to perform object detection on.

        Returns:
            List[Results]: Detection results for each frame.
        """"""
        # Preprocess: Resize frames to 1280x1280
        resized_frames = [self._preprocess_frame(frame) for frame in frames]

        # Use YOLOv8's predict method to handle batch inference
        detections = self"|"(self.classes)  # reset the tracker
        self.tracker.start()  # start the tracker

    def _preprocess_frame(self, frame: np.ndarray"|2|Wrong|False|7.07679354291232|0.012764741709898067|0.3243243243243243|0.05714285714285714|0.27027027027027023
code_examples\football_video_processor.py|"from .abstract_annotator import AbstractAnnotator
from .abstract_video_processor import AbstractVideoProcessor
from .object_annotator import ObjectAnnotator
from .keypoints_annotator import KeypointsAnnotator
from .projection_annotator import ProjectionAnnotator
from position_mappers import ObjectPositionMapper
from speed_estimation import SpeedEstimator
from .frame_number_annotator import FrameNumberAnnotator
from file_writing import TracksJsonWriter
from tracking import ObjectTracker, KeypointsTracker
from club_assignment import ClubAssigner
from ball_to_player_assignment import BallToPlayerAssigner
from utils import rgb_bgr_converter

import cv2
import numpy as np
from typing import List, Dict, Optional, Tuple

class FootballVideoProcessor(AbstractAnnotator, AbstractVideoProcessor):
    """"""
    A video processor for football footage that tracks objects and keypoints,"|"estimates speed, assigns the ball to player, calculates the ball possession 
    and adds various annotations.
    """"""

    def __init__(self, obj_tracker: objecttracker, kp_tracker"|": KeypointsTracker, 
                 club_assigner: ClubAssigner, ball_to_player_assigner: BallToPlayerAssigner, 
                 top_down_keypoints: np.ndarray, field_img_path: str, 
                 save_tracks_dir: Optional[str] = None, draw_frame_num: bool = True) -> None:
        """"""
        Initializes the video processor with necessary components for tracking, annotations, and saving tracks.

        Args:
            obj_tracker (ObjectTracker): The object tracker for tracking players and balls.
            kp_tracker (KeypointsTracker): The keypoints tracker for detecting and tracking keypoints.
            club_assigner (ClubAssigner): Assigner to determine clubs for the tracked players.
            ball_to_player_assigner (BallToPlayerAssigner): Assigns the ball to a specific player based on tracking.
            top_down_keypoints (np.ndarray): Key"|"and saves them to a json file.
    """"""

    def __init__(self, 
                 obj_tracker: objecttracker, 
                 kp_tracker: keypointstracker, 
                 clu"|1|Some parts are similar, but some are incorrect.|False|55.974004096606656|0.17937980782158092|0.5|0.3684210526315789|0.45
code_examples\main.py|" Object to automatically assign players and goalkeepers 
    # to their respective clubs based on jersey colors.
    club_assigner = ClubAssigner(club1, club2)

    # 4. Initialize the BallToPlayerAssigner object
    ball_player_assigner = BallToPlayerAssigner(club1, club2)

    # 5. Define the keypoints for a top-down view of the football field (from left to right and top to bottom)
    # These are used to transform the perspective of the field.
    top_down_keypoints = np.array([
        [0, 0], [0, 57], [0, 122], [0, 229], [0, 293], [0, 351],             # 0-5 (left goal line)
        [32, 122], [32, 2"|"29],                                                # 6-7 (left goal box corners)
        [64, 176],                                                           # 8 (left penalty dot)
        [96,"|"57], [96, 122], [96, 229], [96, 293],                           # 9-12 (left penalty box)
        [263, 0], [263, 122], [263, 229], [263, 351],                        # 13-16 (halfway line)
        [431, 57], [431, 122], [431, 229], [431, 293],                       # 17-20 (right penalty box)
        [463, 176],                                                          # 21 (right penalty dot)
        [495, 122], [495, 229],                                              # 22-23 (right goal"|29], [32, 351], [32, 431], [32, 463], [32, 5|1|Makes sense. This example is hard to predict.|False|6.95858414509501|0.01231189487700387|0.08695652173913043|0.0|0.08695652173913043
code_examples\tracks_json_writer.py|" the file.
        """"""
        # Convert all tracks to a serializable format
        serializable_tracks = self._make_serializable(tracks)

        if os.path.exists(filename):
            # If file exists, load existing data and append new tracks
            with open(filename, 'r') as f:
                existing_data = json.load(f)
            existing_data.append(serializable_tracks)
            data_to_save = existing_data
        else:
            # If file doesn't exist, create a new list with current tracks
            data_to_save = [serializable_tracks]

        # Write the serializable data to the file
        with open(filename, 'w') as f:
            json.dump(data_to_save, f, indent=4)  # Added indent for better readability

    def _make_serializable(self, obj: Any) -> Any:
        """"""Recursively convert objects to"|"a json-serializable format.

        args:
            obj (any): the object to convert.

        returns:
            any: a json-serializable representation of the object.
        """"""
        if"|" isinstance(obj, dict):
            # Ensure both keys and values are serializable
            return {str(k): self._make_serializable(v) for k, v in obj.items()}
        elif isinstance(obj, list):
            # Convert lists recursively
            return [self._make_serializable(v) for v in obj]
        elif isinstance(obj, tuple):
            # Convert tuples recursively
            return tuple(self._make_serializable(v) for v in obj)
        elif isinstance(obj, np.ndarray):
            # Convert numpy arrays to lists
            return obj.tolist()
        elif isinstance(obj, (np.integer, np.int32, np.int64)):
            # Convert numpy int to Python int
            return int(obj)
        elif isinstance(obj, (np.floating, np.float32, np.float64)):
            # Convert numpy float to Python float
            return float(obj)
       "|"serializable format.

        args:
            obj (any): object to convert.

        returns:
            any: serializable object.
        """"""
        if isinstance(obj, dict):"|0|Almost fully correct|False|59.67960856898821|0.3577089341582487|0.7027027027027026|0.5142857142857143|0.7027027027027026
code_examples\ball_to_player_assigner.py|"_ball = self.last_player_w_ball
                            self.possession_tracker.add_possession(self.last_possessing_team)

                            if player_w_ball in tracks['player']:
                                tracks['player'][player_w_ball]['has_ball'] = True
                                self.possession_tracker.add_possession(tracks['player'][player_w_ball]['club'])
                            elif player_w_ball in tracks['goalkeeper']:
                                tracks['goalkeeper'][player_w_ball]['has_ball'] = True
                                self.possession_tracker.add_possession(tracks['goalkeeper'][player_w_ball]['club'])
                            else:
                                self.possession_tracker.add_possession(self.last_possessing_team)
                        else:
                            self.possession_tracker.add_possession(-1)
                            self.last_player_w_ball"|"= none  
                    else:
                        self.possession_tracker.add_possession(-1)

        else:
            if self.last_player_w_ball is not none:"|" elapsed_frames_since_ball_seen = current_frame - self.ball_lost_frame if self.ball_lost_frame else float('inf')

                if elapsed_frames_since_ball_seen <= self.ball_grace_period_frames:
                    player_w_ball = self.last_player_w_ball
                    self.possession_tracker.add_possession(self.last_possessing_team)

                    if player_w_ball in tracks['player']:
                        tracks['player'][player_w_ball]['has_ball'] = True
                        self.possession_tracker.add_possession(tracks['player'][player_w_ball]['club'])
                    elif player_w_ball in tracks['goalkeeper']:
                        tracks['goalkeeper'][player_w_ball]['has_ball'] = True
                        self.possession_tracker.add_possession(tracks['goalkeeper'][player_"|"_ball = player_w_ball
                            self.possession_tracker.add_possession(self.last_possessing_team)

                    if self.ball"|2|Makes some sense, but it is incorrect.|False|49.69202350526138|0.024925978674400287|0.6470588235294118|0.5|0.47058823529411764
code_examples\projection_annotator.py|"=is_dark_color)

        if 'ball' in tracks:
            for track_id, track_info in tracks['ball'].items():
                proj_pos = track_info['projection']
                self._draw_outline(frame, proj_pos, shape='plus', is_dark=is_color_dark((0, 255, 255)))
                color = (0, 255, 255)
                cv2.line(frame, (int(proj_pos[0]) - 10, int(proj_pos[1])), (int(proj_pos[0]) + 10, int(proj_pos[1])), color=color, thickness=6)
                cv2.line(frame, (int(proj_pos[0]), int(proj_pos[1]) - 10), (int(proj_pos[0]), int(proj_"|"pos[1]) + 10), color=color, thickness=6)

        return frame

    def _draw_voronoi(self, image: np.ndarray, tracks: dict"|") -> np.ndarray:
        """"""
        Draws Voronoi regions for players and goalkeepers on the frame.
        
        Parameters:
            image (np.ndarray): The image on which to draw the Voronoi regions.
            tracks (Dict): A dictionary containing tracking information for 'player' and 'goalkeeper'.

        Returns:
            np.ndarray: The frame with Voronoi regions drawn.
        """"""
        height, width = image.shape[:2]
        overlay = image.copy()
        points, player_colors = [], []

        for class_name in ['player', 'goalkeeper']:
            track_data = tracks.get(class_name, {})
            for track_id, track_info in track_data.items():
                x, y = track_info['projection'][:2]
                points.append([x, y])
                player_colors.append(rgb_bgr_converter(track_info['club_color"|"pos[1]) + 10, color=color, thickness=6)
                cv2.line(frame, (int(proj_pos[0]), int(pro"|1|Started out well, but the rest of the lines do not share a lot of similarities.|False|41.36749611354587|0.04446426575347835|0.47058823529411764|0.37500000000000006|0.47058823529411764
code_examples\ball_to_player_assigner.py|"_key, ball_pos in valid_ball_tracks:
                for player_id, player in players.items():
                    player_pos = player['projection']
                    dis = point_distance(ball_pos, player_pos)

                    if dis <= min_dis:
                        min_dis = dis
                        player_w_ball = player_id
                        best_ball_key, best_ball_pos = ball_key, ball_pos

            if best_ball_key is not None:
                self.ball_history.append((best_ball_pos, current_frame))
                if len(self.ball_history) > self.speed_check_frames:
                    self.ball_history.pop(0)

                if player_w_ball != -1 and 'club' in players[player_w_ball]:
                    self.possession_tracker.add_possession(players[player_w_ball]['club'])
                   "|"self.last_player_w_ball = player_w_ball
                    self.last_possession_frame = current_frame  
                    self.last_possessing_team ="|" players[player_w_ball]['club']

                    if player_w_ball in tracks['player']:
                        tracks['player'][player_w_ball]['has_ball'] = True
                        self.possession_tracker.add_possession(tracks['player'][player_w_ball]['club'])
                    elif player_w_ball in tracks['goalkeeper']:
                        tracks['goalkeeper'][player_w_ball]['has_ball'] = True
                        self.possession_tracker.add_possession(tracks['goalkeeper'][player_w_ball]['club'])
                    else:
                        self.possession_tracker.add_possession(self.last_possessing_team)

                else:
                    if self.last_player_w_ball is not None:
                        elapsed_frames = current_frame - self.last_possession_frame
                        if elapsed_frames <= self.grace_period_frames:
                            player_w"|"self.last_player_w_ball = player_w_ball
                    self.last_possessing_team =<|endoftext|"|0|One line is missing, but mostly correct|False|65.03288122958423|0.15681965572642162|0.7741935483870968|0.7586206896551724|0.7741935483870968
code_examples\football_video_processor.py|"points to map objects to top-down positions.
            field_img_path (str): Path to the image of the football field used for projection.
            save_tracks_dir (Optional[str]): Directory to save tracking information. If None, no tracks will be saved.
            draw_frame_num (bool): Whether or not to draw current frame number on the output video.
        """"""

        self.obj_tracker = obj_tracker
        self.obj_annotator = ObjectAnnotator()
        self.kp_tracker = kp_tracker
        self.kp_annotator = KeypointsAnnotator()
        self.club_assigner = club_assigner
        self.ball_to_player_assigner = ball_to_player_assigner
        self.projection_annotator = ProjectionAnnotator()
        self.obj_mapper = ObjectPositionMapper(top_down_keypoints)
        self.draw_frame_num = draw_"|"frame_num
        if self.draw_frame_num:
            self.frame_num_annotator = framenumberannotator() 

        if save_tracks_dir:
            self.save"|"_tracks_dir = save_tracks_dir
            self.writer = TracksJsonWriter(save_tracks_dir)
        
        field_image = cv2.imread(field_img_path)
        # Convert the field image to grayscale (black and white)
        field_image = cv2.cvtColor(field_image, cv2.COLOR_BGR2GRAY)

        # Convert grayscale back to 3 channels (since the main frame is 3-channel)
        field_image = cv2.cvtColor(field_image, cv2.COLOR_GRAY2BGR)

        # Initialize the speed estimator with the field image's dimensions
        self.speed_estimator = SpeedEstimator(field_image.shape[1], field_image.shape[0])
        
        self.frame_num = 0

        self.field_image = field_image

    def process(self, frames: List[np.ndarray], fps: float ="|"frame_num

        self.field_image = none

        self.save_tracks_dir = save_tracks_dir
        self.writer = none

    def process(self"|2|Mostly wrong|False|21.265620786183693|0.020255986027125642|0.4864864864864865|0.34285714285714286|0.43243243243243246
code_examples\object_tracker.py|".model.predict(resized_frames, conf=self.conf)

        return detections  # Batch of detections

    def track(self, detection: Results) -> dict:
        """"""
        Perform object tracking on detection.

        Args:
            detection (Results): Detected objects for a single frame.

        Returns:
            dict: Dictionary containing tracks of the frame.
        """"""
        # Convert Ultralytics detections to supervision
        detection_sv = sv.Detections.from_ultralytics(detection)

        # Perform ByteTracker object tracking on the detections
        tracks = self.tracker.update_with_detections(detection_sv)

        self.current_frame_tracks = self._tracks_mapper(tracks, self.classes)
        
        # Store the current frame's tracking information in all_tracks
        self.all_tracks[self.cur_frame] = self.current_frame_tracks.copy()

        # Increment the current"|"frame counter
        self.cur_frame += 1

        # return only the last frame's data
        return self.current_frame_tracks
    
    def _preprocess_frame(self, frame:"|" np.ndarray) -> np.ndarray:
        """"""
        Preprocess the frame by resizing it to 1280x1280.

        Args:
            frame (np.ndarray): The input image frame.

        Returns:
            np.ndarray: The resized frame.
        """"""
        # Resize the frame to 1280x1280
        resized_frame = cv2.resize(frame, (1280, 1280))
        return resized_frame
    
    def _tracks_mapper(self, tracks: sv.Detections, class_names: List[str]) -> dict:
        """"""
        Maps tracks to a dictionary by class and tracker ID. Also, adjusts bounding boxes to 1920x1080 resolution.

        Args:
            tracks (sv.Detections): Tracks from the frame.
            class_names (List[str]): List of class names.

       "|"tracks counter
        self.current_frame_tracks += 1

        return tracks

    def _get_frame_id(self, frame: np.ndarray) -> int:"|2|Not a lot of similarities.|False|37.32058469739442|0.03303818021165423|0.5365853658536586|0.358974358974359|0.4878048780487805
code_examples\object_annotator.py|" center.
            w (int): The width (major axis) of the ellipse.
            color (Tuple[int, int, int]): The color of the ellipse.
        """"""
        dash_length = 15  # Length of each dash
        total_angle = 270  # Total angle to cover

        # Draw dashed lines by alternating between dashes and gaps
        for angle in range(-30, total_angle, dash_length * 2):
            cv2.ellipse(frame, center=(x, y), axes=(w, 20), angle=0,
                        startAngle=angle, endAngle=angle + dash_length, color=color, thickness=2, lineType=cv2.LINE_AA)

       

    def draw_ellipse(self, frame: np.ndarray, bbox: Tuple[int, int, int, int], color: Tuple[int, int, int], 
                     track"|"_id: int, speed: float, obj_cls: str = 'player') -> np.ndarray:
        """"""
        draws an ellipse around an object and annotates it with its"|" ID and speed.

        Args:
            frame (np.ndarray): The frame where the ellipse will be drawn.
            bbox (Tuple[int, int, int, int]): The bounding box of the object.
            color (Tuple[int, int, int]): The color of the ellipse.
            track_id (int): The unique identifier of the object.
            speed (float): The speed of the object (in km/h).
            obj_cls (str): The object class, either 'player', 'goalkeeper', or 'referee'.

        Returns:
            np.ndarray: The frame with the ellipse and annotations drawn.
        """"""
        # Adjust the color for the text and ID based on the darkness of the primary color
        color2 = (255, 255, 255) if is_color_dark(color) else (0, 0, 0)

        # Get the position and"|"_id: int, speed: float, obj_cls: str = 'player', track_type: str = 'track',
                     track_id_type: str ="|1|Started out well, but the rest is wrong.|False|41.302317418935075|0.25093606881767766|0.4324324324324324|0.4|0.4324324324324324
